AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation
10,F,El Salvador,10/5/2018,10/12/2018,10/14/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,12/23/2018,"Parent has Criminal history (US or Home
Country)"
6,M,El Salvador,10/5/2018,10/12/2018,10/14/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,12/23/2018,"Parent has Criminal history (US or Home
Country)"
9,M,El Salvador,10/9/2018,10/12/2018,10/13/2018,Harlingen (SNA),Southwest Key Combes,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation"
11,F,Honduras,10/10/2018,10/12/2018,10/13/2018,Harlingen (SNA),Southwest Key Casa Quetzal,Other approp. Circumstances,DISCHARGED,3/12/2019,"Parent has Criminal
history (US or Home Country)"
13,M,Honduras,10/10/2018,10/12/2018,10/13/2018,Harlingen (SNA),Southwest Key Nueva Esperanza,Other approp. Circumstances,DISCHARGED,11/3/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)"
2,M,Honduras,10/15/2018,10/16/2018,10/17/2018,Harlingen (SNA),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,12/23/2018,"Parent has Criminal
history (US or Home Country)"
2,M,El Salvador,10/11/2018,10/15/2018,10/16/2018,Harlingen (SNA),Upbring,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
13,F,El Salvador,10/12/2018,10/13/2018,10/14/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,1/24/2019,"Parent has criminal
history (US/Home Country); sent for prosecution."
9,M,El Salvador,10/12/2018,10/13/2018,10/14/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,1/24/2019,"Parent has both Criminal & Immigration history charges (US/Home Country); sent for
proseuction"
7,M,El Salvador,10/12/2018,10/13/2018,10/14/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,1/24/2019,"Parent has Criminal
history charges (US/Home Country); sent for proseuction."
14,M,Guatemala,10/16/2018,10/17/2018,10/18/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep. Parent,DISCHARGED,12/11/2018,"Parent has Criminal
history (US or Home Country)"
5,M,Honduras,10/18/2018,10/21/2018,10/21/2018,Harlingen (SNA),Southwest Key Combes,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
14,F,El Salvador,10/25/2018,10/30/2018,10/31/2018,Harlingen (SNA),Catholic Charities Boystown,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
8,M,El Salvador,1/30/2019,2/2/2019,2/4/2019,San Diego  (SND),Catholic Guardian Services TFC,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation; criminal history."
7,F,Guatemala,1/26/2019,1/27/2019,1/30/2019,San Diego  (SND),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,2/22/2019,Criminal History
A,B,C,D,E,F,G,H,I,J,K,L
5,F,Guatemala,10/27/2018,2/15/2019,2/15/2019,Harlingen (SNA),Southwest Key Combes,Reunited with Sep. Parent,DISCHARGED,3/5/2019,"Parent has Criminal
history (US or Home Country)"
0,F,El Salvador,10/28/2018,11/1/2018,11/2/2018,Harlingen (SNA),CHSI San Benito,Other approp. Circumstances,DISCHARGED,12/24/2018,"Parent has Criminal history (US or Home Country); parent has
cartel/gang affiliation."
14,F,Honduras,10/26/2018,10/30/2018,10/31/2018,Harlingen (SNA),His House,Other approp. Circumstances,DISCHARGED,1/5/2019,"Parent has Criminal
history (US or Home Country)"
16,M,Guatemala,10/24/2018,10/26/2018,10/27/2018,Harlingen (SNA),BCFS Harlingen,Other approp. Circumstances,DISCHARGED,1/19/2019,"Parent has Criminal
history (US or Home Country)"
12,M,Guatemala,10/30/2018,1/9/2019,1/9/2019,Harlingen (SNA),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has health
issues/hospitalized"
16,M,El Salvador,11/5/2018,11/11/2018,11/11/2018,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,2/16/2019,"Parent has cartel/gang
affiliation"
17,M,El Salvador,11/6/2018,11/12/2018,11/13/2018,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,12/13/2018,"Parent has Criminal
history (US or Home Country)"
4,F,El Salvador,11/11/2018,11/14/2018,11/16/2018,Harlingen (SNA),Heartland Intl Childrens Center,Other approp. Circumstances,DISCHARGED,2/19/2019,"Parent has cartel/gang
affiliation"
11,F,El Salvador,11/2/2018,11/5/2018,11/6/2018,Harlingen (SNA),BCFS Driscoll,Other approp. Circumstances,DISCHARGED,2/5/2019,"Has cartel/gang
affiliation."
7,M,El Salvador,11/2/2018,11/5/2018,11/6/2018,Harlingen (SNA),BCFS Driscoll,Other approp. Circumstances,DISCHARGED,2/5/2019,"Has cartel/gang
affiliation."
12,F,Guatemala,11/25/2018,12/6/2018,12/7/2018,El Paso  (ELP),CHSI San Benito,Other approp. Circumstances,DISCHARGED,3/14/2019,"Sent for immigration
prosecution"
11,F,Honduras,11/22/2018,11/24/2018,11/26/2018,El Paso  (ELP),Southwest Key Rio Grande,Other approp. Circumstances,DISCHARGED,1/24/2019,"Parent has Criminal
history (US or Home Country)"
14,M,Guatemala,11/13/2018,11/19/2018,11/19/2018,El Paso  (ELP),St. PJs Childrens Home,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
6,M,Guatemala,12/4/2018,1/9/2019,1/9/2019,El Paso  (ELP),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
9,M,Honduras,12/5/2018,12/6/2018,12/8/2018,El Paso  (ELP),BCFS Chavaneaux,Other approp. Circumstances,DISCHARGED,1/5/2019,Criminal
17,M,Guatemala,1/12/2019,1/17/2019,1/17/2019,El Paso  (ELP),Southwest Key Casita Del Valle,Other approp. Circumstances,DISCHARGED,3/27/2019,Criminal
5,M,Guatemala,11/21/2018,11/26/2018,11/27/2018,El Paso  (ELP),CC Fort Worth Shelter,Still In Care,ADMITTED,,"Parent has criminal
history"
12,M,Guatemala,11/9/2018,11/11/2018,11/13/2018,El Paso  (ELP),CHSI San Benito,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
15,M,Honduras,11/6/2018,11/10/2018,11/10/2018,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,2/16/2019,"Parent has Criminal history (US or Home
Country)"
5,F,El Salvador,11/8/2018,11/10/2018,11/11/2018,Harlingen (SNA),LSS of New York TFC,Other approp. Circumstances,DISCHARGED,1/10/2019,"Parent has cartel/gang
affiliation"
1,F,Honduras,11/9/2018,11/14/2018,11/15/2018,Harlingen (SNA),St. PJs TFC,Other approp. Circumstances,DISCHARGED,12/22/2018,"Parent has Criminal
history (US or Home Country)"
16,F,Honduras,11/14/2018,11/17/2018,11/22/2018,Harlingen (SNA),CHSI Los Fresnos,Reunited with Sep. Parent,DISCHARGED,3/19/2019,"Parent has Criminal
history (US or Home Country); sent for immigration prosecution"
A,B,C,D,E,F,G,H,I,J,K,L
0,F,Honduras,11/14/2018,11/17/2018,11/22/2018,Harlingen (SNA),CHSI Los Fresnos,Reunited with Sep. Parent,DISCHARGED,3/19/2019,"Parent has Criminal
history (US or Home Country); sent for immigration prosecution"
14,M,Honduras,11/9/2018,11/12/2018,11/13/2018,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,3/8/2019,"Parent has Criminal
history (US or Home Country)"
9,F,Honduras,11/13/2018,11/15/2018,11/17/2018,Harlingen (SNA),Catholic Charities Boystown,Other approp. Circumstances,DISCHARGED,1/16/2019,"Parent has Criminal history (US or Home
Country)"
3,M,Honduras,11/15/2018,11/17/2018,11/18/2018,Harlingen (SNA),LSS Carolinas TFC,Other approp. Circumstances,DISCHARGED,2/10/2019,"Parent has Criminal
history (US or Home Country)"
15,M,Guatemala,11/12/2018,11/14/2018,11/15/2018,Harlingen (SNA),BCFS Tornillo,Other approp. Circumstances,DISCHARGED,12/23/2018,Other
15,M,Honduras,11/16/2018,11/18/2018,11/19/2018,Harlingen (SNA),Southwest Key Casa Montezuma,Other approp. Circumstances,DISCHARGED,12/24/2018,Other
3,F,El Salvador,1/5/2019,1/10/2019,1/11/2019,Harlingen (SNA),St. PJs TFC,Other approp. Circumstances,DISCHARGED,2/21/2019,Was sent for immigration prosecution.
15,M,Honduras,11/20/2018,11/22/2018,11/23/2018,Harlingen (SNA),CHSI Los Fresnos,Other approp. Circumstances,DISCHARGED,2/4/2019,"Parent has Criminal history (US or Home
Country)"
10,M,Guatemala,11/22/2018,11/30/2018,12/1/2018,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
6,F,El Salvador,11/16/2018,11/17/2018,11/19/2018,Harlingen (SNA),Southwest Key Combes,Still In Care,ADMITTED,,Other
2,M,El Salvador,11/18/2018,2/12/2019,2/12/2019,Harlingen (SNA),CC Fort Worth TFC,Reunited with Sep. Parent,DISCHARGED,2/21/2019,"Parent has cartel/gang
affiliation"
6,F,Honduras,11/18/2018,11/21/2018,11/23/2018,Harlingen (SNA),Bethany Christian Services Maryland,Other approp. Circumstances,DISCHARGED,2/18/2019,"Parent has Criminal history (US or Home
Country)"
12,F,El Salvador,11/17/2018,11/24/2018,11/24/2018,Harlingen (SNA),Southwest Key Antigua,Other approp. Circumstances,DISCHARGED,1/12/2019,"Parent has health
issues/hospitalized"
6,M,Honduras,11/26/2018,12/2/2018,12/2/2018,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
12,F,El Salvador,12/1/2018,12/7/2018,12/7/2018,Harlingen (SNA),CHSI Casa Norma Linda,Reunited with Sep. Parent,DISCHARGED,2/26/2019,"Parent has cartel/gang
affiliation"
4,F,Honduras,2/24/2019,2/27/2019,2/28/2019,Harlingen (SNA),Upbring,Still In Care,ADMITTED,,"Parent has both Criminal
& Immigration history charges (US/Home Country)"
16,M,Honduras,12/9/2018,12/15/2018,12/15/2018,Harlingen (SNA),Southwest Key El Presidente,Other approp. Circumstances,DISCHARGED,2/23/2019,"Parent has Criminal
history (US or Home Country)"
8,F,El Salvador,12/1/2018,12/8/2018,12/9/2018,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
4,M,Guatemala,12/10/2018,12/15/2018,12/16/2018,Harlingen (SNA),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,3/6/2019,Child Safety
7,M,Honduras,12/4/2018,1/10/2019,1/10/2019,Harlingen (SNA),BCFS Raymondville,Other approp. Circumstances,DISCHARGED,2/19/2019,"Parent has Criminal
history (US or Home Country)"
8,F,Honduras,12/9/2018,12/14/2018,12/14/2018,Harlingen (SNA),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,1/16/2019,"Parent has Criminal history (US or Home
Country)"
8,F,Honduras,12/9/2018,12/14/2018,12/14/2018,Harlingen (SNA),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,1/16/2019,"Parent has Criminal
history (US or Home Country)"
4,F,El Salvador,12/15/2018,12/22/2018,12/23/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,2/24/2019,Gang
A,B,C,D,E,F,G,H,I,J,K,L
10,F,El Salvador,12/15/2018,12/22/2018,12/23/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep. Parent,DISCHARGED,2/24/2019,"Parent has Criminal
history (US or Home Country)"
5,F,El Salvador,12/15/2018,12/20/2018,12/21/2018,Harlingen (SNA),LSS of New York TFC,Other approp. Circumstances,DISCHARGED,2/3/2019,"Parent has Criminal history (US or Home Country); sent for
immigration prosecution"
5,M,Honduras,12/14/2018,12/16/2018,12/17/2018,Harlingen (SNA),Catholic Charities Boystown,Other approp. Circumstances,DISCHARGED,2/26/2019,"Parent has Criminal
history (US or Home Country)"
6,M,El Salvador,12/14/2018,12/16/2018,12/17/2018,Harlingen (SNA),Catholic Charities Boystown,Other approp. Circumstances,DISCHARGED,3/4/2019,"Parent has Criminal
history (US or Home Country)"
7,F,Honduras,12/12/2018,12/19/2018,12/20/2018,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
5,F,Honduras,12/12/2018,12/17/2018,12/19/2018,Harlingen (SNA),Heartland Guadalupe,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home Country); has cartel/gang
affiliation."
17,M,Guatemala,12/17/2018,12/20/2018,12/26/2018,"Phoenix, AZ  (PHO)",Southwest Key El Presidente,Other approp. Circumstances,DISCHARGED,2/10/2019,"Parent has Criminal history (US or Home
Country)"
3,M,Guatemala,12/28/2018,12/28/2018,12/30/2018,"Phoenix, AZ  (PHO)",Bokenkamp TFC,Still In Care,ADMITTED,,Criminal History
10,M,Guatemala,1/19/2019,1/21/2019,1/23/2019,"Phoenix, AZ  (PHO)",Leake and Watts TFC,Other approp. Circumstances,DISCHARGED,3/30/2019,Parent has Criminal history charges (US/Home Country); sent for immigration proseuction.
15,M,Guatemala,1/21/2019,1/21/2019,1/23/2019,"Phoenix, AZ  (PHO)",Homestead,Other approp. Circumstances,DISCHARGED,3/31/2019,"Parent has both Criminal & Immigration history charges (US/Home
Country)"
14,F,Guatemala,1/31/2019,1/31/2019,2/1/2019,"Phoenix, AZ  (PHO)",Southwest Key San Diego,Still In Care,ADMITTED,,"Gang affiliation/gang
membership"
15,F,Guatemala,1/27/2019,1/28/2019,1/29/2019,"Phoenix, AZ  (PHO)",Homestead,Other approp. Circumstances,DISCHARGED,3/3/2019,"Criminal History; sent for
immigration prosecution"
16,F,Guatemala,1/27/2019,1/28/2019,1/29/2019,"Phoenix, AZ  (PHO)",Homestead,Other approp. Circumstances,DISCHARGED,3/3/2019,"Criminal History; sent for
immigration prosecution"
8,M,Guatemala,1/28/2019,1/28/2019,1/30/2019,"Phoenix, AZ  (PHO)",CHSI Los Fresnos,Other approp. Circumstances,DISCHARGED,3/20/2019,Criminal History
3,F,Guatemala,2/4/2019,2/4/2019,2/5/2019,"Phoenix, AZ  (PHO)",Cayuga Centers,Other approp. Circumstances,DISCHARGED,3/17/2019,"Criminal History; sent for
immigration prosecution"
16,M,Honduras,2/21/2019,2/27/2019,2/28/2019,"Phoenix, AZ  (PHO)",Southwest Key Conroe,Still In Care,ADMITTED,,"Other (Please explain under Additional
Information column)"
5,M,Guatemala,12/17/2018,12/25/2018,12/26/2018,El Paso  (ELP),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,2/21/2019,Criminal
6,F,Guatemala,12/17/2018,12/25/2018,12/26/2018,El Paso  (ELP),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,2/21/2019,Criminal
5,F,Guatemala,2/8/2019,2/13/2019,2/13/2019,El Paso  (ELP),Upbring,Still In Care,ADMITTED,,"Parent has Criminal
History"
16,M,Guatemala,2/8/2019,2/15/2019,2/17/2019,El Paso  (ELP),Homestead,Other approp. Circumstances,DISCHARGED,3/23/2019,"Parent has both Criminal & Immigration history charges (US/Home
Country)"
17,F,Honduras,2/10/2019,2/15/2019,2/12/2019,El Paso  (ELP),Southwest Key Canutillo,Other approp. Circumstances,DISCHARGED,3/9/2019,"Parent has both Criminal & Immigration history charges (US/Home
Country)"
A,B,C,D,E,F,G,H,I,J,K,L
12,F,Guatemala,2/10/2019,2/18/2019,2/20/2019,El Paso  (ELP),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
History"
2,F,Honduras,2/26/2019,2/27/2019,2/28/2019,Del Rio (DRO),Heartland CHAP,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
12,F,Honduras,1/16/2019,1/19/2019,1/19/2019,Del Rio (DRO),St. PJs TFC,Other approp. Circumstances,DISCHARGED,3/11/2019,Criminal
16,M,Honduras,2/19/2019,2/23/2019,2/24/2019,Del Rio (DRO),Southwest Key Casa Montezuma,Other approp. Circumstances,DISCHARGED,3/19/2019,"Parent has Criminal history (US or Home
Country)"
10,F,Honduras,1/27/2019,1/28/2019,1/29/2019,Del Rio (DRO),St. PJs TFC,Still In Care,ADMITTED,,Criminal
17,M,Guatemala,11/20/2018,11/30/2018,12/1/2018,El Paso  (ELP),Southwest Key Casa Montezuma,Other approp. Circumstances,DISCHARGED,3/28/2019,"Parent has Criminal history charges (US/Home
Country)"
13,F,Guatemala,11/20/2018,11/30/2018,12/1/2018,El Paso  (ELP),Southwest Key Casa Montezuma,Other approp. Circumstances,DISCHARGED,3/28/2019,"Parent has Criminal
history charges (US/Home Country)"
4,M,Guatemala,11/20/2018,11/24/2018,11/26/2018,El Paso  (ELP),LSS of New York TFC,Other approp. Circumstances,DISCHARGED,3/18/2019,"Parent has Criminal
history (US or Home Country)"
6,M,Guatemala,12/3/2018,3/17/2019,3/17/2019,El Paso  (ELP),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,3/27/2019,"Parent has Criminal
history (US or Home Country)"
11,F,Guatemala,12/6/2018,1/9/2019,1/9/2019,El Paso  (ELP),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
15,F,Honduras,1/31/2019,2/1/2019,2/3/2019,El Paso  (ELP),Southwest Key Antigua,Reunited with Sep. Parent,DISCHARGED,3/1/2019,"Parent has Criminal
History"
8,F,Guatemala,12/13/2018,2/22/2019,2/22/2019,El Paso  (ELP),Southwest Key Casa Franklin,Reunited with Sep. Parent,DISCHARGED,2/28/2019,Criminal
16,M,Guatemala,12/9/2018,12/14/2018,12/15/2018,El Paso  (ELP),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,3/1/2019,Criminal History
1,F,Guatemala,12/16/2018,12/25/2018,1/1/2019,El Paso  (ELP),Southwest Key Combes,Still In Care,ADMITTED,,Child safety
17,M,Brazil,1/25/2019,1/28/2019,1/30/2019,El Paso  (ELP),Heartland Intl Childrens RC,Other approp. Circumstances,DISCHARGED,3/30/2019,Criminal History
14,M,Guatemala,12/19/2018,12/26/2018,12/28/2018,El Paso  (ELP),Southwest Key Casa Padre,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
15,F,El Salvador,12/14/2018,12/21/2018,12/24/2018,San Diego  (SND),Abbott House TFC,Reunited with Sep. Parent,DISCHARGED,3/9/2019,Immigration History Only
8,F,El Salvador,12/14/2018,12/21/2018,12/24/2018,San Diego  (SND),Abbott House TFC,Reunited with Sep. Parent,DISCHARGED,3/9/2019,Immigration History Only
5,M,El Salvador,12/14/2018,12/21/2018,12/24/2018,San Diego  (SND),Abbott House TFC,Reunited with Sep. Parent,DISCHARGED,3/9/2019,Immigration History Only
16,F,Guatemala,12/14/2018,12/21/2018,12/23/2018,San Diego  (SND),Youthcare,Other approp. Circumstances,DISCHARGED,1/11/2019,"Sent for immigration
prosecution"
1,F,Honduras,12/28/2018,12/31/2018,1/1/2019,San Diego  (SND),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,1/29/2019,"Criminal History; sent for
immigration prosecution"
5,M,Guatemala,1/14/2019,1/15/2019,1/17/2019,San Diego  (SND),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,2/5/2019,Parent has Criminal history charges (US/Home Country); sent for immigration proseuction.
5,M,El Salvador,1/27/2019,1/28/2019,1/29/2019,San Diego  (SND),St. PJs TFC,Other approp. Circumstances,DISCHARGED,3/9/2019,"Sent for immigration
prosecution"
7,M,Honduras,2/9/2019,2/15/2019,2/15/2019,San Diego  (SND),Nuevo Amanecer LCS,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
2,F,Honduras,2/12/2019,2/20/2019,2/22/2019,San Diego  (SND),Catholic Charities Boystown,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation"
4,M,Guatemala,1/24/2019,1/30/2019,1/31/2019,El Paso  (ELP),Cayuga Centers,Other approp. Circumstances,DISCHARGED,3/18/2019,Criminal History
6,M,Honduras,1/30/2019,1/30/2019,2/1/2019,El Paso  (ELP),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,3/19/2019,Criminal History
16,M,Guatemala,1/28/2019,2/14/2019,2/16/2019,El Paso  (ELP),St. PJs Childrens Home,Other approp. Circumstances,DISCHARGED,3/25/2019,"Other (Please explain under Additional
Information column)"
A,B,C,D,E,F,G,H,I,J,K,L
14,M,Guatemala,2/4/2019,2/7/2019,2/9/2019,El Paso  (ELP),Southwest Key Casa Padre,Still In Care,ADMITTED,,"Parent has Criminal
History"
9,F,Guatemala,2/5/2019,2/5/2019,2/6/2019,El Paso  (ELP),Cayuga Centers,Still In Care,ADMITTED,,"Parent has both Criminal
& Immigration history charges (US/Home Country)"
16,M,Guatemala,2/11/2019,2/17/2019,2/14/2019,Del Rio (DRO),Southwest Key Casa Houston,Other approp. Circumstances,DISCHARGED,3/19/2019,"Parent has Criminal
History"
8,F,Honduras,12/11/2018,12/14/2018,12/15/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep. Parent,DISCHARGED,2/28/2019,Criminal
5,F,Honduras,12/18/2018,12/24/2018,12/24/2018,Harlingen (SNA),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,2/6/2019,Criminal
5,F,Honduras,12/20/2018,12/24/2018,12/24/2018,Harlingen (SNA),Southwest Key Combes,Still In Care,ADMITTED,,"Parent has Criminal
history; sent for immigration prosecution"
16,M,Honduras,12/21/2018,12/28/2018,12/29/2018,Harlingen (SNA),Southwest Key El Presidente,Other approp. Circumstances,DISCHARGED,3/16/2019,Criminal
4,M,Honduras,12/20/2018,3/5/2019,3/5/2019,Harlingen (SNA),Heartland CHAP,Reunited with Sep. Parent,DISCHARGED,3/20/2019,Criminal History
17,M,Honduras,12/20/2018,12/24/2018,12/25/2018,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,2/21/2019,"Unable to verify familial
relationship."
5,M,Honduras,12/16/2018,12/21/2018,12/23/2018,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,Criminal
13,F,Guatemala,12/19/2018,12/27/2018,12/27/2018,Harlingen (SNA),BCFS Driscoll,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
9,F,Honduras,12/24/2018,12/28/2018,12/29/2018,Harlingen (SNA),Bokenkamp TFC,Still In Care,ADMITTED,,Criminal
5,M,El Salvador,12/26/2018,12/29/2018,12/30/2018,Harlingen (SNA),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,1/12/2019,"Has cartel/gang
affiliation."
3,F,Honduras,12/23/2018,12/25/2018,12/26/2018,Harlingen (SNA),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,1/31/2019,Criminal History
3,F,Honduras,12/23/2018,12/25/2018,12/27/2018,Harlingen (SNA),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Criminal History; sent for
immigration prosecution"
4,M,Honduras,1/9/2019,1/10/2019,1/11/2019,Harlingen (SNA),LSS Carolinas TFC,Reunited with Sep. Parent,DISCHARGED,1/20/2019,"Placement into FRC as FAMU, after legal guardianship was verified."
14,F,Guatemala,12/30/2018,1/3/2019,1/3/2019,Harlingen (SNA),BCFS Driscoll,Still In Care,ADMITTED,,Parent has both Criminal charges (US/Home Country) and was sent for immigration prosecution.
9,M,Honduras,1/18/2019,1/20/2019,1/21/2019,Harlingen (SNA),CHSI Casa Norma Linda,Other approp. Circumstances,DISCHARGED,2/18/2019,"Parent has Criminal history (US or Home
Country)"
3,M,Mexico,12/31/2018,1/3/2019,1/4/2019,Harlingen (SNA),Southwest Key Combes,Reunited with Sep. Parent,DISCHARGED,1/5/2019,"Parent has health
issues/hospitalized"
12,M,Honduras,1/1/2019,1/1/2019,1/2/2019,Harlingen (SNA),BCFS Raymondville,Other approp. Circumstances,DISCHARGED,3/8/2019,"Parent has Criminal
history (US or Home Country)"
17,M,Romania,1/9/2019,1/11/2019,1/12/2019,Harlingen (SNA),Heartland Intl Childrens RC,Other approp. Circumstances,DISCHARGED,3/1/2019,"Parent has Criminal history (US or Home
Country)"
13,M,Romania,1/9/2019,1/11/2019,1/12/2019,Harlingen (SNA),Heartland Intl Childrens RC,Other approp. Circumstances,DISCHARGED,3/1/2019,"Parent has Criminal history (US or Home
Country)"
7,M,Honduras,1/16/2019,1/17/2019,1/18/2019,Harlingen (SNA),Bokenkamp TFC,Other approp. Circumstances,DISCHARGED,2/15/2019,Criminal
15,M,Honduras,1/11/2019,1/14/2019,1/15/2019,Harlingen (SNA),BCFS Baytown,Other approp. Circumstances,DISCHARGED,3/14/2019,"Parent has Criminal history (US or Home
Country)"
14,M,Guatemala,1/11/2019,1/12/2019,1/13/2019,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,2/26/2019,"Parent has Criminal
history (US or Home Country)"
A,B,C,D,E,F,G,H,I,J,K,L
17,M,Guatemala,1/11/2019,1/14/2019,1/15/2019,Harlingen (SNA),Southwest Key Casa Montezuma,Other approp. Circumstances,DISCHARGED,2/5/2019,"Parent has Criminal
history (US or Home Country)"
13,M,Guatemala,1/11/2019,1/14/2019,1/15/2019,Harlingen (SNA),Southwest Key Casa Montezuma,Other approp. Circumstances,DISCHARGED,2/5/2019,"Parent has Criminal history (US or Home
Country)"
5,M,Guatemala,1/12/2019,1/14/2019,1/16/2019,Harlingen (SNA),Leake and Watts TFC,Still In Care,ADMITTED,,Criminal
6,F,El Salvador,1/17/2019,1/19/2019,1/20/2019,Harlingen (SNA),Bokenkamp TFC,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation"
10,M,El Salvador,1/19/2019,1/23/2019,1/25/2019,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,3/5/2019,"Parent has Criminal history (US or Home
Country)"
8,M,El Salvador,1/19/2019,1/23/2019,1/25/2019,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,3/5/2019,"Parent has Criminal history (US or Home
Country)"
2,M,El Salvador,1/24/2019,2/1/2019,2/2/2019,Harlingen (SNA),CHSI Los Fresnos,Still In Care,ADMITTED,,Criminal
9,M,Honduras,1/13/2019,1/14/2019,1/15/2019,Harlingen (SNA),Bokenkamp TFC,Reunited with Sep. Parent,DISCHARGED,1/31/2019,"Parent has Criminal history (US or Home
Country)"
3,M,Honduras,1/21/2019,1/22/2019,1/23/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)"
5,M,Honduras,1/26/2019,1/29/2019,1/29/2019,Harlingen (SNA),St. PJs TFC,Still In Care,ADMITTED,,Criminal
2,M,Honduras,1/25/2019,1/26/2019,1/26/2019,Harlingen (SNA),Southwest Key Combes,Reunited with Sep. Parent,DISCHARGED,1/29/2019,"Parent has health
issues/hospitalized"
9,M,Guatemala,1/22/2019,1/27/2019,1/28/2019,Harlingen (SNA),BCFS Raymondville,Other approp. Circumstances,DISCHARGED,3/2/2019,Criminal
6,F,Guatemala,2/12/2019,2/15/2019,2/17/2019,Harlingen (SNA),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
14,M,El Salvador,1/31/2019,2/1/2019,2/2/2019,Harlingen (SNA),Southwest Key Conroe,Still In Care,ADMITTED,,Criminal History
6,M,Guatemala,1/31/2019,2/2/2019,2/3/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)"
