,AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation,lat,lon,Duration
2141,12,M,El Salvador,2018-06-15,6/17/2018,6/19/2018,El Paso  (ELP),Catholic Guardian Services,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,40.880516052246094,-73.89922332763672,35
2140,14,F,El Salvador,2018-06-15,6/20/2018,6/22/2018,El Paso  (ELP),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,25.944447,-97.450052,40
2144,17,F,Guatemala,2018-06-15,6/20/2018,6/22/2018,El Paso  (ELP),Southwest Key - El Presidente,Discharged Under other approp circumstances,DISCHARGED,8/20/2018,Zero Tolerance Policy,25.944447,-97.450052,66
2138,16,M,El Salvador,2018-06-15,6/18/2018,6/20/2018,El Paso  (ELP),Southwest Key - Conroe,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,30.371544,-95.512041,32
2139,5,F,Honduras,2018-06-15,6/20/2018,6/21/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,40.8088,-73.9307,37
1874,12,M,El Salvador,2018-06-15,6/17/2018,6/18/2018,Harlingen (SNA),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/15/2018,Zero Tolerance Policy,25.94322,-97.42408,30
1870,17,F,Honduras,2018-06-15,6/20/2018,6/21/2018,Harlingen (SNA),Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,26.123897,-97.632978,40
1875,5,M,Honduras,2018-06-15,6/16/2018,6/17/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,37
1871,9,F,Honduras,2018-06-15,6/16/2018,6/18/2018,Harlingen (SNA),David and Margaret Youth and Family Services,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,34.10275439771937,-117.78526757637746,32
1869,5,M,Honduras,2018-06-15,6/15/2018,6/16/2018,Harlingen (SNA),BCFS - Harlingen,Discharged Under other approp circumstances,DISCHARGED,8/3/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,49
2135,14,M,El Salvador,2018-06-15,6/18/2018,6/19/2018,El Paso  (ELP),Southwest Key - Casa Franklin,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,29.6909001,-95.4089882,40
1876,6,F,El Salvador,2018-06-15,6/18/2018,6/19/2018,Harlingen (SNA),Southwest Key - Campbell,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,33.50126,-112.11539,36
1877,16,M,Honduras,2018-06-15,6/16/2018,6/17/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,38
2136,16,M,El Salvador,2018-06-15,6/17/2018,6/18/2018,El Paso  (ELP),Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,32.241632,-110.97948,40
765,17,M,Guatemala,2018-06-16,6/16/2018,6/17/2018,"Phoenix, AZ  (PHO)",BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,34
763,16,M,Guatemala,2018-06-16,6/16/2018,6/17/2018,"Phoenix, AZ  (PHO)",BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,39
762,13,F,Guatemala,2018-06-16,6/20/2018,6/21/2018,"Phoenix, AZ  (PHO)",Catholic Charities - Fort Worth,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,32.68354219483105,-97.32727386355151,33
1899,16,F,Guatemala,2018-06-16,6/20/2018,6/20/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,25.944447,-97.450052,30
766,17,M,Guatemala,2018-06-16,6/16/2018,6/17/2018,"Phoenix, AZ  (PHO)",BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,8/1/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,46
768,3,F,Honduras,2018-06-16,6/19/2018,6/19/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,33
1898,5,M,Guatemala,2018-06-16,6/18/2018,6/19/2018,Harlingen (SNA),Upbring Transitional Foster Care program in El Paso,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,31.802536523580358,-106.39747593121628,31
764,9,F,El Salvador,2018-06-16,6/19/2018,6/21/2018,"Phoenix, AZ  (PHO)",BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,38
1897,10,F,Peru,2018-06-16,6/20/2018,6/21/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,25.944447,-97.450052,39
1895,13,M,Guatemala,2018-06-16,6/17/2018,6/18/2018,Harlingen (SNA),Southwest Key - Processing Center,Reunited with Sep Parent,DISCHARGED,8/3/2018,Zero Tolerance Policy,25.90576557331528,-97.50259119860246,48
1872,7,M,El Salvador,2018-06-16,6/16/2018,6/17/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,31
1888,6,M,El Salvador,2018-06-16,6/17/2018,6/18/2018,Harlingen (SNA),Southwest Key - San Diego',Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,32.807801,-116.937924,32
1884,6,M,Honduras,2018-06-16,6/17/2018,6/18/2018,Harlingen (SNA),Southwest Key - San Diego',Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,32.807801,-116.937924,31
1483,9,F,Guatemala,2018-06-16,6/20/2018,6/21/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,10/16/2018,Zero Tolerance Policy,40.8088,-73.9307,122
1883,5,F,Mexico,2018-06-16,6/19/2018,6/20/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,33
1882,5,M,Ecuador,2018-06-16,6/16/2018,6/17/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,32
1881,17,M,Honduras,2018-06-16,6/17/2018,6/18/2018,Harlingen (SNA),Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,6/27/2018,Zero Tolerance Policy,25.94322,-97.42408,11
1880,13,F,Guatemala,2018-06-16,6/19/2018,6/19/2018,Harlingen (SNA),Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,26.123897,-97.632978,31
1879,6,F,El Salvador,2018-06-16,6/19/2018,6/20/2018,Harlingen (SNA),KidsPeace Broadway Campus,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,40.596270487855485,-75.40668221092272,31
1878,15,M,El Salvador,2018-06-16,6/17/2018,6/18/2018,Harlingen (SNA),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,25.94322,-97.42408,37
1896,6,M,Honduras,2018-06-16,6/17/2018,6/18/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,31
769,11,M,Guatemala,2018-06-16,6/16/2018,6/17/2018,"Phoenix, AZ  (PHO)",BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,32
767,9,M,Honduras,2018-06-16,6/19/2018,6/19/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,33
1936,7,M,El Salvador,2018-06-16,6/18/2018,6/18/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,37
2153,15,M,Guatemala,2018-06-16,6/18/2018,6/20/2018,El Paso  (ELP),Southwest Key - Conroe,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,30.371544,-95.512041,37
2154,16,M,Guatemala,2018-06-16,6/17/2018,6/19/2018,El Paso  (ELP),Youth for Tomorrow,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,38.73978262834332,-77.54913090432463,38
2158,14,M,Honduras,2018-06-16,6/18/2018,6/20/2018,El Paso  (ELP),Southwest Key - Conroe,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,30.371544,-95.512041,39
370,6,F,Guatemala,2018-06-16,6/21/2018,6/23/2018,San Diego  (SND),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,40.8088,-73.9307,39
1948,7,F,Honduras,2018-06-16,6/20/2018,6/23/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,31
770,6,M,Guatemala,2018-06-16,6/16/2018,6/17/2018,"Phoenix, AZ  (PHO)",BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,40
1946,9,M,Guatemala,2018-06-16,6/17/2018,6/17/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,31
1947,16,F,Honduras,2018-06-16,6/19/2018,6/19/2018,Harlingen (SNA),Southwest Key - Rio Grande,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,26.136415111921824,-97.6220972781903,30
1937,6,M,El Salvador,2018-06-16,6/16/2018,6/17/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,35
772,14,M,Guatemala,2018-06-17,6/18/2018,6/20/2018,"Phoenix, AZ  (PHO)",Rising Ground,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,40.69217204490131,-73.98591825255677,33
1484,16,M,Guatemala,2018-06-17,6/19/2018,6/20/2018,El Paso  (ELP),Bokenkamp Children’s Shelter,Discharged Under other approp circumstances,DISCHARGED,11/11/2018,Zero Tolerance Policy,27.71790130420733,-97.34967108875165,147
371,11,M,Romania,2018-06-17,6/21/2018,6/23/2018,San Diego  (SND),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,40.8088,-73.9307,36
2159,11,M,Guatemala,2018-06-17,6/23/2018,6/25/2018,El Paso  (ELP),St. Peter-St. Joseph Children’s Home,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,29.389510605840876,-98.49270134222061,39
1938,7,M,Honduras,2018-06-17,6/19/2018,6/19/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,30
1911,8,F,El Salvador,2018-06-17,6/20/2018,6/21/2018,Harlingen (SNA),Southwest Key - Combes),Reunited with Sep Parent,DISCHARGED,7/15/2018,Zero Tolerance Policy,26.239331,-97.729311,28
1905,7,M,Guatemala,2018-06-17,6/19/2018,6/19/2018,Harlingen (SNA),St. Peter-St. Joseph Children’s Home - Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,29.38916001522818,-98.49268524637117,34
1485,12,F,Guatemala,2018-06-17,6/20/2018,6/22/2018,El Paso  (ELP),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/28/2018,Zero Tolerance Policy,25.944447,-97.450052,41
1228,16,M,Brazil,2018-06-17,6/17/2018,6/18/2018,Harlingen (SNA),Southwest Key - Conroe,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,30.371544,-95.512041,36
2124,15,F,Guatemala,2018-06-17,6/20/2018,6/22/2018,El Paso  (ELP),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,25.944447,-97.450052,38
1903,12,F,El Salvador,2018-06-17,6/20/2018,6/20/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,25.944447,-97.450052,29
2128,14,M,Guatemala,2018-06-17,6/19/2018,6/20/2018,El Paso  (ELP),Lincoln Hall Boys’ Haven,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,41.3201108125575,-73.72065523631649,39
1910,9,F,Honduras,2018-06-17,6/20/2018,6/21/2018,Harlingen (SNA),Southwest Key - Combes),Reunited with Sep Parent,DISCHARGED,7/15/2018,Zero Tolerance Policy,26.239331,-97.729311,28
1909,5,M,Guatemala,2018-06-17,6/19/2018,6/20/2018,Harlingen (SNA),Lutheran Social Services of New York Safe Haven for Children,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,40.81396993020305,-73.9664686138336,35
1908,11,F,Honduras,2018-06-17,6/20/2018,6/20/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,25.944447,-97.450052,29
1907,16,F,Honduras,2018-06-17,6/20/2018,6/20/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,25.944447,-97.450052,30
2123,17,F,Guatemala,2018-06-17,6/20/2018,6/22/2018,El Paso  (ELP),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,25.944447,-97.450052,38
771,13,M,Guatemala,2018-06-17,6/18/2018,6/18/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,37
1939,13,M,Honduras,2018-06-17,6/18/2018,6/19/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,27.71790130420733,-97.34967108875165,30
1487,14,M,Guatemala,2018-06-17,6/19/2018,6/21/2018,El Paso  (ELP),Rite of Passage ‐ Canyon,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,39.02370722608039,-119.74993309546248,37
1902,6,M,Honduras,2018-06-17,6/18/2018,6/19/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy,27.7177065686254,-97.34968717809491,27
1901,11,M,Honduras,2018-06-17,6/20/2018,6/21/2018,Harlingen (SNA),Southwest Key - Conroe,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,30.371544,-95.512041,33
1900,6,M,Honduras,2018-06-17,6/18/2018,6/19/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,27.7177065686254,-97.34968717809491,30
1942,9,M,El Salvador,2018-06-17,6/19/2018,6/19/2018,Harlingen (SNA),St. Peter-St. Joseph Children’s Home - Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,29.38916001522818,-98.49268524637117,34
1943,11,F,Guatemala,2018-06-17,6/20/2018,6/21/2018,Harlingen (SNA),Southwest Key - Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.022101482987534,-97.4265115439823,35
1486,4,F,Guatemala,2018-06-17,6/20/2018,6/21/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/6/2018,Zero Tolerance Policy,40.8088,-73.9307,50
1894,16,M,Honduras,2018-06-17,6/18/2018,6/20/2018,Harlingen (SNA),Southwest Key - Processing Center,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,25.90576557331528,-97.50259119860246,30
1941,9,M,Honduras,2018-06-17,6/19/2018,6/19/2018,Harlingen (SNA),St. Peter-St. Joseph Children’s Home - Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,29.38916001522818,-98.49268524637117,34
1892,17,F,Guatemala,2018-06-17,6/20/2018,6/21/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,25.944447,-97.450052,29
1891,17,M,Guatemala,2018-06-17,6/19/2018,6/19/2018,Harlingen (SNA),Southwest Key - Rio Grande,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,26.136415111921824,-97.6220972781903,38
1890,13,F,Guatemala,2018-06-17,6/20/2018,6/20/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,25.944447,-97.450052,36
1940,11,F,Honduras,2018-06-17,6/20/2018,6/21/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,25.944447,-97.450052,29
1608,15,F,Honduras,2018-06-17,6/20/2018,6/21/2018,Del Rio (DRO),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,25.944447,-97.450052,39
1488,17,M,Guatemala,2018-06-17,6/19/2018,6/20/2018,El Paso  (ELP),Bokenkamp Children’s Shelter,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy,27.71790130420733,-97.34967108875165,49
1893,10,M,Honduras,2018-06-17,6/19/2018,6/20/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,30
1906,16,F,Guatemala,2018-06-17,6/20/2018,6/21/2018,Harlingen (SNA),Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,26.123897,-97.632978,29
328,9,M,Guatemala,2018-06-18,6/22/2018,6/22/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,40.8088,-73.9307,38
848,2,F,Mexico,2018-06-18,6/22/2018,6/24/2018,San Diego  (SND),Abbott House,Discharged Under other approp circumstances,DISCHARGED,11/3/2018,Zero Tolerance Policy,41.04460969347108,-73.85903753173923,138
422,12,F,Honduras,2018-06-18,6/21/2018,6/25/2018,Harlingen (SNA),Children’s Village Shelter,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy,40.86712278967711,-73.89302256434361,48
847,4,M,Mexico,2018-06-18,6/22/2018,6/24/2018,San Diego  (SND),Abbott House,Discharged Under other approp circumstances,DISCHARGED,11/3/2018,Zero Tolerance Policy,41.04460969347108,-73.85903753173923,138
1915,12,F,Honduras,2018-06-18,6/20/2018,6/21/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,25.944447,-97.450052,28
1916,6,M,Honduras,2018-06-18,6/19/2018,6/20/2018,Harlingen (SNA),Lutheran Social Services of New York Safe Haven for Children,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,40.81396993020305,-73.9664686138336,29
1917,13,F,Honduras,2018-06-18,6/19/2018,6/20/2018,Harlingen (SNA),Seton Home,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,29.38871764021308,-98.49104224214504,32
1889,14,M,Guatemala,2018-06-18,6/21/2018,6/22/2018,Harlingen (SNA),The Villages,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,39.057085480413406,-95.78697096777489,35
1904,2,M,Honduras,2018-06-18,6/21/2018,6/23/2018,Harlingen (SNA),Bethany Christian Services TFC - Baltimore,Discharged Under other approp circumstances,DISCHARGED,11/2/2018,Zero Tolerance Policy,38.98937137244992,-76.69293258909268,137
2162,16,M,Honduras,2018-06-18,6/23/2018,6/24/2018,El Paso  (ELP),Southwest Key - Conroe,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,30.371544,-95.512041,35
1912,8,M,Guatemala,2018-06-18,6/19/2018,6/19/2018,Harlingen (SNA),BCFS - Raymondville,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,26.451811397813433,-97.79827777339452,29
1913,7,M,Honduras,2018-06-18,6/19/2018,6/20/2018,Harlingen (SNA),Lutheran Social Services of New York Safe Haven for Children,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,40.81396993020305,-73.9664686138336,28
776,7,M,Guatemala,2018-06-18,6/19/2018,6/21/2018,"Phoenix, AZ  (PHO)",Lutheran Social Services of New York Safe Haven for Children,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,40.81396993020305,-73.9664686138336,33
775,16,M,Guatemala,2018-06-18,6/19/2018,6/21/2018,"Phoenix, AZ  (PHO)",KidsPeace Broadway Campus,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,40.596270487855485,-75.40668221092272,31
774,16,M,Guatemala,2018-06-18,6/19/2018,6/21/2018,"Phoenix, AZ  (PHO)",MercyFirst,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy,40.82190315799205,-73.48837767356392,39
773,16,M,Guatemala,2018-06-18,6/19/2018,6/20/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Lighthouse,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,33.48223657383026,-112.05129575847694,35
1944,14,M,Guatemala,2018-06-18,6/19/2018,6/20/2018,Harlingen (SNA),The Villages,Discharged Under other approp circumstances,DISCHARGED,11/23/2018,Zero Tolerance Policy,39.057085480413406,-95.78697096777489,158
1919,5,M,Honduras,2018-06-18,6/19/2018,6/19/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,29
1918,15,M,El Salvador,2018-06-18,6/19/2018,6/20/2018,Harlingen (SNA),The Villages,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,39.057085480413406,-95.78697096777489,32
1710,8,M,Guatemala,2018-06-18,6/19/2018,6/20/2018,Harlingen (SNA),The Villages,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,39.057085480413406,-95.78697096777489,30
1914,17,M,Guatemala,2018-06-18,6/19/2018,6/20/2018,Harlingen (SNA),Lincoln Hall Boys’ Haven,Reunited with Sep Parent,DISCHARGED,3/10/2019,Zero Tolerance Policy,41.3201108125575,-73.72065523631649,265
2161,12,M,Honduras,2018-06-18,6/23/2018,6/25/2018,El Paso  (ELP),St. Peter-St. Joseph Children’s Home,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,29.389510605840876,-98.49270134222061,37
2160,14,M,Honduras,2018-06-18,6/23/2018,6/25/2018,El Paso  (ELP),St. Peter-St. Joseph Children’s Home,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,29.389510605840876,-98.49270134222061,35
1949,15,F,Guatemala,2018-06-19,6/21/2018,6/24/2018,Harlingen (SNA),Southwest Key - Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,26.022101482987534,-97.4265115439823,27
1489,17,F,Honduras,2018-06-19,6/23/2018,6/25/2018,El Paso  (ELP),St. Peter-St. Joseph Children’s Home,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,29.389510605840876,-98.49270134222061,34
1490,16,M,Honduras,2018-06-19,6/23/2018,6/25/2018,El Paso  (ELP),MercyFirst,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,40.82190315799205,-73.48837767356392,36
1885,14,M,Guatemala,2018-06-19,6/24/2018,6/24/2018,Harlingen (SNA),BCFS - Chavaneaux,Discharged Under other approp circumstances,DISCHARGED,8/18/2018,Zero Tolerance Policy,29.321531760534477,-98.52796822690473,60
1922,4,F,Nicaragua,2018-06-20,6/23/2018,6/25/2018,Harlingen (SNA),MercyFirst,Still in Care,ADMITTED,,Zero Tolerance Policy,40.82190315799205,-73.48837767356392,0
1923,10,M,Honduras,2018-06-20,6/23/2018,6/23/2018,Harlingen (SNA),BCFS - Harlingen,Discharged Under other approp circumstances,DISCHARGED,8/10/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,51
2704,11,F,Honduras,2018-06-21,9/18/2018,9/18/2018,Harlingen (SNA),Southwest Key - Combes),Reunited with Sep. Parent,DISCHARGED,9/20/2018,"Parent has health
issues/hospitalized",26.239331,-97.729311,91
2703,9,M,Mexico,2018-06-21,8/30/2018,8/31/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Other approp. Circumstances,DISCHARGED,11/7/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)",29.489023513806092,-98.5685671455097,139
834,17,F,Honduras,2018-06-21,6/23/2018,6/23/2018,Laredo (LRD),St. Peter-St. Joseph Children’s Home,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,29.389510605840876,-98.49270134222061,34
1873,4,F,El Salvador,2018-06-21,6/22/2018,6/23/2018,San Antonio (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/11/2018,Zero Tolerance Policy,40.8088,-73.9307,20
777,12,M,Guatemala,2018-06-22,6/25/2018,6/25/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Discharged Under other approp circumstances,DISCHARGED,10/29/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,129
835,10,M,El Salvador,2018-06-22,6/23/2018,6/24/2018,Laredo (LRD),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,34
836,12,M,El Salvador,2018-06-22,6/23/2018,6/24/2018,Laredo (LRD),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,34
778,2,M,Honduras,2018-06-23,6/25/2018,6/26/2018,"Phoenix, AZ  (PHO)",Southwest Key - Hacienda del Sol,Reunited with Sep Parent,DISCHARGED,6/28/2018,Zero Tolerance Policy,33.59771115911375,-112.30353218770304,5
1920,16,M,Honduras,2018-06-23,6/24/2018,6/25/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Discharged Under other approp circumstances,DISCHARGED,11/2/2018,Zero Tolerance Policy,27.71790130420733,-97.34967108875165,132
