,AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation,Duration
2881,2,F,Honduras,2/26/2019,2/27/2019,2/28/2019,Del Rio (DRO),Heartland CHAP,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2882,12,F,Honduras,1/16/2019,1/19/2019,1/19/2019,Del Rio (DRO),St. PJs TFC,Other approp. Circumstances,DISCHARGED,3/11/2019,Criminal,54
2883,16,M,Honduras,2/19/2019,2/23/2019,2/24/2019,Del Rio (DRO),Southwest Key Casa Montezuma,Other approp. Circumstances,DISCHARGED,3/19/2019,"Parent has Criminal history (US or Home
Country)",28
2884,10,F,Honduras,1/27/2019,1/28/2019,1/29/2019,Del Rio (DRO),St. PJs TFC,Still In Care,ADMITTED,,Criminal,no discharge
2885,17,M,Guatemala,11/20/2018,11/30/2018,12/1/2018,El Paso  (ELP),Southwest Key Casa Montezuma,Other approp. Circumstances,DISCHARGED,3/28/2019,"Parent has Criminal history charges (US/Home
Country)",128
2886,13,F,Guatemala,11/20/2018,11/30/2018,12/1/2018,El Paso  (ELP),Southwest Key Casa Montezuma,Other approp. Circumstances,DISCHARGED,3/28/2019,"Parent has Criminal
history charges (US/Home Country)",128
2887,4,M,Guatemala,11/20/2018,11/24/2018,11/26/2018,El Paso  (ELP),LSS of New York TFC,Other approp. Circumstances,DISCHARGED,3/18/2019,"Parent has Criminal
history (US or Home Country)",118
2888,6,M,Guatemala,12/3/2018,3/17/2019,3/17/2019,El Paso  (ELP),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,3/27/2019,"Parent has Criminal
history (US or Home Country)",114
2889,11,F,Guatemala,12/6/2018,1/9/2019,1/9/2019,El Paso  (ELP),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",no discharge
2890,15,F,Honduras,1/31/2019,2/1/2019,2/3/2019,El Paso  (ELP),Southwest Key Antigua,Reunited with Sep. Parent,DISCHARGED,3/1/2019,"Parent has Criminal
History",29
2891,8,F,Guatemala,12/13/2018,2/22/2019,2/22/2019,El Paso  (ELP),Southwest Key Casa Franklin,Reunited with Sep. Parent,DISCHARGED,2/28/2019,Criminal,77
2892,16,M,Guatemala,12/9/2018,12/14/2018,12/15/2018,El Paso  (ELP),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,3/1/2019,Criminal History,82
2893,1,F,Guatemala,12/16/2018,12/25/2018,1/1/2019,El Paso  (ELP),Southwest Key Combes,Still In Care,ADMITTED,,Child safety,no discharge
2894,17,M,Brazil,1/25/2019,1/28/2019,1/30/2019,El Paso  (ELP),Heartland Intl Childrens RC,Other approp. Circumstances,DISCHARGED,3/30/2019,Criminal History,64
2895,14,M,Guatemala,12/19/2018,12/26/2018,12/28/2018,El Paso  (ELP),Southwest Key Casa Padre,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",no discharge
2896,15,F,El Salvador,12/14/2018,12/21/2018,12/24/2018,San Diego  (SND),Abbott House TFC,Reunited with Sep. Parent,DISCHARGED,3/9/2019,Immigration History Only,85
2897,8,F,El Salvador,12/14/2018,12/21/2018,12/24/2018,San Diego  (SND),Abbott House TFC,Reunited with Sep. Parent,DISCHARGED,3/9/2019,Immigration History Only,85
2898,5,M,El Salvador,12/14/2018,12/21/2018,12/24/2018,San Diego  (SND),Abbott House TFC,Reunited with Sep. Parent,DISCHARGED,3/9/2019,Immigration History Only,85
2899,16,F,Guatemala,12/14/2018,12/21/2018,12/23/2018,San Diego  (SND),Youthcare,Other approp. Circumstances,DISCHARGED,1/11/2019,"Sent for immigration
prosecution",28
2900,1,F,Honduras,12/28/2018,12/31/2018,1/1/2019,San Diego  (SND),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,1/29/2019,"Criminal History; sent for
immigration prosecution",32
2901,5,M,Guatemala,1/14/2019,1/15/2019,1/17/2019,San Diego  (SND),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,2/5/2019,Parent has Criminal history charges (US/Home Country); sent for immigration proseuction.,22
2902,5,M,El Salvador,1/27/2019,1/28/2019,1/29/2019,San Diego  (SND),St. PJs TFC,Other approp. Circumstances,DISCHARGED,3/9/2019,"Sent for immigration
prosecution",41
2903,7,M,Honduras,2/9/2019,2/15/2019,2/15/2019,San Diego  (SND),Nuevo Amanecer LCS,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2904,2,F,Honduras,2/12/2019,2/20/2019,2/22/2019,San Diego  (SND),Catholic Charities Boystown,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation",no discharge
2905,4,M,Guatemala,1/24/2019,1/30/2019,1/31/2019,El Paso  (ELP),Cayuga Centers,Other approp. Circumstances,DISCHARGED,3/18/2019,Criminal History,53
2906,6,M,Honduras,1/30/2019,1/30/2019,2/1/2019,El Paso  (ELP),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,3/19/2019,Criminal History,48
2907,16,M,Guatemala,1/28/2019,2/14/2019,2/16/2019,El Paso  (ELP),St. PJs Childrens Home,Other approp. Circumstances,DISCHARGED,3/25/2019,"Other (Please explain under Additional
Information column)",56
2908,A,B,C,D,E,F,G,H,I,J,K,L,no discharge
2909,14,M,Guatemala,2/4/2019,2/7/2019,2/9/2019,El Paso  (ELP),Southwest Key Casa Padre,Still In Care,ADMITTED,,"Parent has Criminal
History",no discharge
2910,9,F,Guatemala,2/5/2019,2/5/2019,2/6/2019,El Paso  (ELP),Cayuga Centers,Still In Care,ADMITTED,,"Parent has both Criminal
& Immigration history charges (US/Home Country)",no discharge
2911,16,M,Guatemala,2/11/2019,2/17/2019,2/14/2019,Del Rio (DRO),Southwest Key Casa Houston,Other approp. Circumstances,DISCHARGED,3/19/2019,"Parent has Criminal
History",36
2912,8,F,Honduras,12/11/2018,12/14/2018,12/15/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep. Parent,DISCHARGED,2/28/2019,Criminal,79
2913,5,F,Honduras,12/18/2018,12/24/2018,12/24/2018,Harlingen (SNA),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,2/6/2019,Criminal,50
2914,5,F,Honduras,12/20/2018,12/24/2018,12/24/2018,Harlingen (SNA),Southwest Key Combes,Still In Care,ADMITTED,,"Parent has Criminal
history; sent for immigration prosecution",no discharge
2915,16,M,Honduras,12/21/2018,12/28/2018,12/29/2018,Harlingen (SNA),Southwest Key El Presidente,Other approp. Circumstances,DISCHARGED,3/16/2019,Criminal,85
2916,4,M,Honduras,12/20/2018,3/5/2019,3/5/2019,Harlingen (SNA),Heartland CHAP,Reunited with Sep. Parent,DISCHARGED,3/20/2019,Criminal History,90
2917,17,M,Honduras,12/20/2018,12/24/2018,12/25/2018,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,2/21/2019,"Unable to verify familial
relationship.",63
2918,5,M,Honduras,12/16/2018,12/21/2018,12/23/2018,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,Criminal,no discharge
2919,13,F,Guatemala,12/19/2018,12/27/2018,12/27/2018,Harlingen (SNA),BCFS Driscoll,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",no discharge
2920,9,F,Honduras,12/24/2018,12/28/2018,12/29/2018,Harlingen (SNA),Bokenkamp TFC,Still In Care,ADMITTED,,Criminal,no discharge
2921,5,M,El Salvador,12/26/2018,12/29/2018,12/30/2018,Harlingen (SNA),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,1/12/2019,"Has cartel/gang
affiliation.",17
2922,3,F,Honduras,12/23/2018,12/25/2018,12/26/2018,Harlingen (SNA),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,1/31/2019,Criminal History,39
2923,3,F,Honduras,12/23/2018,12/25/2018,12/27/2018,Harlingen (SNA),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Criminal History; sent for
immigration prosecution",no discharge
2924,4,M,Honduras,1/9/2019,1/10/2019,1/11/2019,Harlingen (SNA),LSS Carolinas TFC,Reunited with Sep. Parent,DISCHARGED,1/20/2019,"Placement into FRC as FAMU, after legal guardianship was verified.",11
2925,14,F,Guatemala,12/30/2018,1/3/2019,1/3/2019,Harlingen (SNA),BCFS Driscoll,Still In Care,ADMITTED,,Parent has both Criminal charges (US/Home Country) and was sent for immigration prosecution.,no discharge
2926,9,M,Honduras,1/18/2019,1/20/2019,1/21/2019,Harlingen (SNA),CHSI Casa Norma Linda,Other approp. Circumstances,DISCHARGED,2/18/2019,"Parent has Criminal history (US or Home
Country)",31
2927,3,M,Mexico,12/31/2018,1/3/2019,1/4/2019,Harlingen (SNA),Southwest Key Combes,Reunited with Sep. Parent,DISCHARGED,1/5/2019,"Parent has health
issues/hospitalized",5
2928,12,M,Honduras,1/1/2019,1/1/2019,1/2/2019,Harlingen (SNA),BCFS Raymondville,Other approp. Circumstances,DISCHARGED,3/8/2019,"Parent has Criminal
history (US or Home Country)",66
2929,17,M,Romania,1/9/2019,1/11/2019,1/12/2019,Harlingen (SNA),Heartland Intl Childrens RC,Other approp. Circumstances,DISCHARGED,3/1/2019,"Parent has Criminal history (US or Home
Country)",51
2930,13,M,Romania,1/9/2019,1/11/2019,1/12/2019,Harlingen (SNA),Heartland Intl Childrens RC,Other approp. Circumstances,DISCHARGED,3/1/2019,"Parent has Criminal history (US or Home
Country)",51
2931,7,M,Honduras,1/16/2019,1/17/2019,1/18/2019,Harlingen (SNA),Bokenkamp TFC,Other approp. Circumstances,DISCHARGED,2/15/2019,Criminal,30
2932,15,M,Honduras,1/11/2019,1/14/2019,1/15/2019,Harlingen (SNA),BCFS Baytown,Other approp. Circumstances,DISCHARGED,3/14/2019,"Parent has Criminal history (US or Home
Country)",62
2933,14,M,Guatemala,1/11/2019,1/12/2019,1/13/2019,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,2/26/2019,"Parent has Criminal
history (US or Home Country)",46
2934,A,B,C,D,E,F,G,H,I,J,K,L,no discharge
2935,17,M,Guatemala,1/11/2019,1/14/2019,1/15/2019,Harlingen (SNA),Southwest Key Casa Montezuma,Other approp. Circumstances,DISCHARGED,2/5/2019,"Parent has Criminal
history (US or Home Country)",25
2936,13,M,Guatemala,1/11/2019,1/14/2019,1/15/2019,Harlingen (SNA),Southwest Key Casa Montezuma,Other approp. Circumstances,DISCHARGED,2/5/2019,"Parent has Criminal history (US or Home
Country)",25
2937,5,M,Guatemala,1/12/2019,1/14/2019,1/16/2019,Harlingen (SNA),Leake and Watts TFC,Still In Care,ADMITTED,,Criminal,no discharge
2938,6,F,El Salvador,1/17/2019,1/19/2019,1/20/2019,Harlingen (SNA),Bokenkamp TFC,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation",no discharge
2939,10,M,El Salvador,1/19/2019,1/23/2019,1/25/2019,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,3/5/2019,"Parent has Criminal history (US or Home
Country)",45
2940,8,M,El Salvador,1/19/2019,1/23/2019,1/25/2019,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,3/5/2019,"Parent has Criminal history (US or Home
Country)",45
2941,2,M,El Salvador,1/24/2019,2/1/2019,2/2/2019,Harlingen (SNA),CHSI Los Fresnos,Still In Care,ADMITTED,,Criminal,no discharge
2942,9,M,Honduras,1/13/2019,1/14/2019,1/15/2019,Harlingen (SNA),Bokenkamp TFC,Reunited with Sep. Parent,DISCHARGED,1/31/2019,"Parent has Criminal history (US or Home
Country)",18
2943,3,M,Honduras,1/21/2019,1/22/2019,1/23/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",no discharge
2944,5,M,Honduras,1/26/2019,1/29/2019,1/29/2019,Harlingen (SNA),St. PJs TFC,Still In Care,ADMITTED,,Criminal,no discharge
2945,2,M,Honduras,1/25/2019,1/26/2019,1/26/2019,Harlingen (SNA),Southwest Key Combes,Reunited with Sep. Parent,DISCHARGED,1/29/2019,"Parent has health
issues/hospitalized",4
2946,9,M,Guatemala,1/22/2019,1/27/2019,1/28/2019,Harlingen (SNA),BCFS Raymondville,Other approp. Circumstances,DISCHARGED,3/2/2019,Criminal,39
2947,6,F,Guatemala,2/12/2019,2/15/2019,2/17/2019,Harlingen (SNA),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2948,14,M,El Salvador,1/31/2019,2/1/2019,2/2/2019,Harlingen (SNA),Southwest Key Conroe,Still In Care,ADMITTED,,Criminal History,no discharge
2949,6,M,Guatemala,1/31/2019,2/2/2019,2/3/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2950,17,M,Honduras,1/31/2019,2/1/2019,2/3/2019,Harlingen (SNA),Homestead,Other approp. Circumstances,DISCHARGED,3/3/2019,"Parent has Criminal
History",31
2951,2,M,Honduras,2/7/2019,2/11/2019,2/12/2019,Harlingen (SNA),CC Fort Worth TFC,Other approp. Circumstances,DISCHARGED,2/28/2019,"Parent has Criminal history (US or Home
Country)",21
2952,16,F,Guatemala,2/3/2019,2/5/2019,2/6/2019,Harlingen (SNA),Southwest Key Rio Grande,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2953,1,M,Honduras,2/1/2019,2/3/2019,2/3/2019,Harlingen (SNA),Southwest Key Combes,Still In Care,ADMITTED,,Criminal History,no discharge
2954,5,M,Honduras,2/3/2019,2/4/2019,2/4/2019,Harlingen (SNA),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,3/22/2019,Criminal History,47
2955,6,M,Guatemala,2/12/2019,2/16/2019,2/15/2019,San Antonio (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
History",no discharge
2956,12,M,Guatemala,2/16/2019,2/16/2019,2/15/2019,San Diego  (SND),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
History",no discharge
2957,15,F,Honduras,2/12/2019,2/18/2019,2/20/2019,Harlingen (SNA),Maryville Academy,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2958,15,F,Guatemala,2/7/2019,2/8/2019,2/9/2019,Harlingen (SNA),Southwest Key Antigua,Other approp. Circumstances,DISCHARGED,3/10/2019,"Parent has Criminal
history (US or Home Country)",31
2959,15,F,El Salvador,2/10/2019,2/15/2019,2/15/2019,Harlingen (SNA),CHSI San Benito,Other approp. Circumstances,DISCHARGED,3/10/2019,"Parent has Criminal history (US or Home
Country)",28
2960,A,B,C,D,E,F,G,H,I,J,K,L,no discharge
2961,4,M,Honduras,2/15/2019,2/16/2019,2/13/2019,Harlingen (SNA),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2962,16,M,El Salvador,2/9/2019,2/17/2019,2/18/2019,Harlingen (SNA),Southwest Key Conroe,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",no discharge
2963,11,F,Honduras,2/14/2019,2/18/2019,2/20/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",no discharge
2964,6,F,Honduras,2/14/2019,2/18/2019,2/20/2019,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,3/27/2019,"Parent has Criminal history (US or Home
Country)",41
2965,2,F,El Salvador,2/15/2019,2/19/2019,2/21/2019,Harlingen (SNA),LSS Carolinas TFC,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",no discharge
2966,6,F,Honduras,2/19/2019,2/20/2019,2/21/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2967,17,F,Honduras,2/12/2019,2/17/2019,2/17/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2968,9,M,El Salvador,2/12/2019,2/19/2019,2/20/2019,Harlingen (SNA),CHSI Casa Norma Linda,Other approp. Circumstances,DISCHARGED,3/30/2019,"Parent has Criminal history (US or Home
Country)",46
2969,8,M,El Salvador,2/14/2019,2/18/2019,2/20/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation",no discharge
2970,17,M,Guatemala,2/15/2019,2/20/2019,2/20/2019,Harlingen (SNA),BCFS Harlingen,Other approp. Circumstances,DISCHARGED,3/19/2019,"Parent has Criminal
history (US or Home Country)",32
2971,3,M,El Salvador,2/25/2019,2/28/2019,3/1/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",no discharge
2972,9,M,Guatemala,2/26/2019,2/28/2019,3/2/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2973,17,M,Honduras,2/21/2019,2/25/2019,2/26/2019,Harlingen (SNA),BCFS San Antonio,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",no discharge
2974,5,F,Honduras,2/21/2019,2/26/2019,2/27/2019,Harlingen (SNA),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2975,6,F,Honduras,2/23/2019,2/27/2019,2/28/2019,Harlingen (SNA),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2976,6,F,Honduras,2/23/2019,2/25/2019,2/27/2019,Harlingen (SNA),LSS of New York TFC,Still In Care,ADMITTED,,"Parent has Criminal
History",no discharge
2977,3,M,Honduras,2/25/2019,2/26/2019,2/27/2019,Harlingen (SNA),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,3/23/2019,"Parent has Criminal history (US or Home
Country)",26
2978,4,M,Honduras,2/26/2019,2/28/2019,3/1/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",no discharge
2979,10,M,Honduras,2/26/2019,2/28/2019,3/1/2019,Harlingen (SNA),Cayuga Centers,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2980,8,F,Guatemala,2/20/2019,2/26/2019,2/27/2019,El Paso  (ELP),His House,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
2981,A,B,C,D,E,F,G,H,I,J,K,L,no discharge
2982,13,F,Guatemala,2/21/2019,2/24/2019,2/27/2019,El Paso  (ELP),Southwest Key Conroe,Still In Care,ADMITTED,,Immigration history only,no discharge
2983,7,F,Honduras,2/1/2019,2/6/2019,2/6/2019,Harlingen (SNA),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,2/19/2019,"Parent has Criminal
history (US or Home Country)",18
2984,14,F,Mexico,7/14/2018,7/16/2018,7/16/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep. Parent,DISCHARGED,10/11/2018,Other,89
2985,3,F,Guatemala,11/27/2018,11/30/2018,12/2/2018,San Diego  (SND),Leake and Watts TFC,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home Country); parent has
cartel/gang affiliation.",no discharge
2986,17,F,Guatemala,7/24/2018,7/26/2018,7/26/2018,San Diego  (SND),Southwest Key San Diego,Reunited with Sep. Parent,DISCHARGED,1/1/2019,"Parent has health
issues/hospitalized",161
2987,0,M,Honduras,7/27/2018,7/28/2018,7/29/2018,San Diego  (SND),Southwest Key Sol,Other approp. Circumstances,DISCHARGED,9/28/2018,"Parent has Criminal
history (US or Home Country)",63
2988,17,M,India,10/8/2018,10/8/2018,10/8/2018,,Youthcare,Reunited with Sep. Parent,DISCHARGED,10/10/2018,"Parent has health
issues/hospitalized",2
2989,6,M,El Salvador,9/5/2018,9/6/2018,9/7/2018,San Antonio (SNA),Cayuga Centers,Reunited with Sep. Parent,DISCHARGED,12/13/2018,"Parent has cartel/gang
affiliation",99
2990,12,F,Guatemala,2/4/2019,2/7/2019,2/7/2019,Harlingen (SNA),Bokenkamp TFC,Other approp. Circumstances,DISCHARGED,3/31/2019,"Parent has Criminal history (US or Home
Country)",55
2991,11,M,Guatemala,9/7/2018,9/9/2018,9/9/2018,,Southwest Key Casa Kokopelli,Other approp. Circumstances,DISCHARGED,12/12/2018,"Parent has Criminal
history (US or Home Country)",96
2992,6,M,Guatemala,7/10/2018,7/11/2018,7/12/2018,"Phoenix, AZ  (PHO)",Southwest Key Campbell,Other approp. Circumstances,DISCHARGED,10/12/2018,"Parent has both Criminal
& Immigration history charges (US/Home Country)",94
2993,11,M,Guatemala,8/25/2018,8/28/2018,8/29/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Phoenix,Reunited with Sep. Parent,DISCHARGED,9/4/2018,"Parent has health
issues/hospitalized",10
2994,14,F,Guatemala,8/17/2018,8/23/2018,8/23/2018,"Phoenix, AZ  (PHO)",Southwest Key Estrella,Other approp. Circumstances,DISCHARGED,12/4/2018,"Parent has Criminal
history (US or Home Country)",109
2995,8,M,Guatemala,9/16/2018,9/19/2018,9/21/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Other approp. Circumstances,DISCHARGED,3/18/2019,"Parent has Criminal
history",183
2996,8,M,Guatemala,9/6/2018,9/9/2018,9/10/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Other approp. Circumstances,DISCHARGED,2/7/2019,"Parent has Criminal
history (US or Home Country)",154
2997,11,M,Guatemala,9/17/2018,9/19/2018,9/21/2018,"Phoenix, AZ  (PHO)",Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,1/2/2019,"Parent has Criminal history (US or Home
Country)",107
2998,9,M,Guatemala,11/6/2018,11/10/2018,11/11/2018,"Phoenix, AZ  (PHO)",LSS of New York TFC,Other approp. Circumstances,DISCHARGED,1/28/2019,"Parent has Criminal
history (US or Home Country)",83
2999,11,M,Guatemala,12/7/2018,12/8/2018,12/11/2018,"Phoenix, AZ  (PHO)",CHSI Casa Norma Linda,Still In Care,ADMITTED,,"Parent has Criminal history (US or Home
Country)",no discharge
3000,1,F,Honduras,9/26/2018,10/4/2018,10/4/2018,"Phoenix, AZ  (PHO)",Southwest Key Campbell,Reunited with Sep. Parent,DISCHARGED,10/10/2018,"Parent has health
issues/hospitalized",14
3001,9,M,Mexico,7/5/2018,7/6/2018,7/8/2018,San Diego  (SND),Bethany Christian Services Maryland,Reunited with Sep. Parent,DISCHARGED,10/15/2018,"Parent has Criminal history (US or Home
Country)",102
3002,13,F,Mexico,9/12/2018,9/17/2018,9/17/2018,San Diego  (SND),Crittenton Shelter,Other approp. Circumstances,DISCHARGED,2/21/2019,Other,162
3003,16,M,Mexico,8/12/2018,8/14/2018,8/14/2018,,Crittenton Shelter,Reunited with Sep. Parent,DISCHARGED,9/7/2018,Other,26
3004,0,F,Honduras,7/4/2018,7/6/2018,7/6/2018,Harlingen (SNA),Heartland CHAP,Other approp. Circumstances,DISCHARGED,10/5/2018,Other,93
3005,4,F,El Salvador,11/27/2018,12/1/2018,12/2/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,2/12/2019,"Parent has Criminal history (US or Home
Country)",77
3006,A,B,C,D,E,F,G,H,I,J,K,L,no discharge
3007,7,M,El Salvador,11/27/2018,12/2/2018,12/2/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,2/12/2019,"Parent has Criminal
history (US or Home Country)",77
3008,17,M,Mexico,9/3/2018,9/6/2018,9/8/2018,El Paso  (ELP),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,10/10/2018,"Sent for immigration
prosecution",37
3009,3,M,Honduras,6/15/2018,7/3/2018,7/4/2018,San Antonio (SNA),Southwest Key Sol,Reunited with Sep. Parent,DISCHARGED,7/26/2018,"Parent has cartel/gang
affiliation",41
3010,12,F,El Salvador,7/21/2018,7/23/2018,7/24/2018,Harlingen (SNA),Southwest Key Rio Grande,Reunited with Sep. Parent,DISCHARGED,10/5/2018,"Parent has Criminal history (US or Home
Country)",76
3011,15,M,El Salvador,7/23/2018,7/26/2018,7/26/2018,Harlingen (SNA),Southwest Key Casa Padre,Other approp. Circumstances,DISCHARGED,12/5/2018,"Parent has Criminal
history (US or Home Country)",135
3012,14,M,El Salvador,7/26/2018,7/28/2018,7/29/2018,Harlingen (SNA),Southwest Key Rio Grande,Still In Care,ADMITTED,,"Parent has Criminal
history (US or Home Country)",no discharge
3013,3,F,El Salvador,9/5/2018,9/8/2018,9/9/2018,Harlingen (SNA),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,2/26/2019,Parent has criminal history (US/Home Country); sent for immigration prosecution.,174
3014,16,M,Mexico,8/26/2018,8/26/2018,8/27/2018,Harlingen (SNA),LSSS New Hope,Reunited with Sep. Parent,DISCHARGED,11/24/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)",90
3015,13,F,Mexico,8/26/2018,8/26/2018,8/27/2018,Harlingen (SNA),LSSS New Hope,Reunited with Sep. Parent,DISCHARGED,11/24/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)",90
3016,9,M,Mexico,6/21/2018,8/30/2018,8/31/2018,Harlingen (SNA),BCFS San Antonio TFC,Other approp. Circumstances,DISCHARGED,11/7/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)",139
3017,11,F,Honduras,6/21/2018,9/18/2018,9/18/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep. Parent,DISCHARGED,9/20/2018,"Parent has health
issues/hospitalized",91
3018,8,M,Mexico,8/1/2018,8/2/2018,8/3/2018,Harlingen (SNA),Cayuga Centers,Other approp. Circumstances,DISCHARGED,12/24/2018,"Parent has Criminal
history (US or Home Country)",145
3019,15,M,Honduras,8/2/2018,8/6/2018,8/6/2018,Harlingen (SNA),Southwest Key El Presidente,Reunited with Sep. Parent,DISCHARGED,1/15/2019,"Parent has Criminal
history (US or Home Country)",166
3020,14,M,Honduras,8/3/2018,8/3/2018,8/4/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep. Parent,DISCHARGED,8/8/2018,"Parent has health
issues/hospitalized",5
3021,9,F,Honduras,6/7/2018,7/2/2018,7/4/2018,El Paso  (ELP),BCFS Raymondville,Other approp. Circumstances,DISCHARGED,12/8/2018,"Parent has cartel/gang
affiliation",184
3022,8,M,Honduras,9/20/2018,9/26/2018,9/28/2018,El Paso  (ELP),Leake and Watts TFC,Reunited with Sep. Parent,DISCHARGED,10/22/2018,"Parent has both Criminal & Immigration history charges (US/Home
Country)",32
3023,6,M,Honduras,9/20/2018,9/26/2018,9/27/2018,El Paso  (ELP),The Villages,Reunited with Sep. Parent,DISCHARGED,11/1/2018,"Sent for immigration
prosecution.",42
3024,10,F,Honduras,7/25/2018,7/27/2018,7/28/2018,El Paso  (ELP),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation",no discharge
3025,9,M,Honduras,7/25/2018,7/27/2018,7/28/2018,El Paso  (ELP),BCFS San Antonio TFC,Still In Care,ADMITTED,,"Parent has cartel/gang
affiliation",no discharge
3026,1,M,Mexico,10/21/2018,10/24/2018,10/23/2018,San Diego  (SND),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,2/21/2019,"Parent has Criminal
history (US or Home Country)",123
3027,A,B,C,D,E,F,G,H,I,J,K,L,no discharge
3028,1,M,Honduras,11/3/2018,11/6/2018,11/7/2018,San Diego  (SND),Southwest Key Combes,Other approp. Circumstances,DISCHARGED,12/23/2018,"Parent has Criminal
history charges (US/Home Country); cartel/gang affiliation.",50
